pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-04-19,94.0,-2.42,6.04,"Bell, Josh",605137,605155,,ball,11.0,"Cubs challenged (slide interference), call on the field was upheld: Josh Bell grounds into a force out, third baseman Patrick Wisdom to shortstop Dansby Swanson.   Jazz Chisholm Jr.  out at 2nd.    Josh Bell to 1st.",L,R,CHC,MIA,B,,,0,0,0.13,0.94,-0.47,3.94,,,665862.0,0,9,Top,,,665804,,4.76698361402205,-136.861159254727,-1.85991832150588,0.603091498672334,28.3372716077747,-20.12140764071,3.46,1.66,,,,94.3,2291.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.22,,,,,,,,69,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,200.0,0.0,0.069,,
SL,2024-04-19,84.9,-2.56,6.2,"Chisholm Jr., Jazz",665862,605155,single,hit_into_play,13.0,Jazz Chisholm Jr.  singles on a soft ground ball to pitcher Colten Brewer.,L,R,CHC,MIA,X,1.0,ground_ball,1,1,0.57,-0.14,-0.44,1.48,,,,0,9,Top,117.54,176.42,665804,,3.81124793088869,-123.566744649198,-4.44311259177639,5.14572522817216,24.1378749614066,-32.9151750014207,3.63,1.65,1.0,71.4,-59.0,84.7,2613.0,6.1,746892,643265,663538,621550,621020,672744,641355,643565,54.42,0.271,0.286,0.9,1.0,1.0,0.0,2.0,68,3,Slider,8,1,1,8,1,8,1,8,Standard,Standard,87.0,-0.001,0.422,76.0398339906911,8.00003
FF,2024-04-19,94.4,-2.52,6.07,"Chisholm Jr., Jazz",665862,605155,,ball,11.0,Jazz Chisholm Jr.  singles on a soft ground ball to pitcher Colten Brewer.,L,R,CHC,MIA,B,,,0,1,-0.53,0.68,-1.52,2.67,,,,0,9,Top,,,665804,,3.77366371486413,-137.495409316726,-4.75379747707753,-7.54227547085468,27.7025093433429,-22.6551356241278,3.63,1.66,,,,94.6,2144.0,6.2,746892,643265,663538,621550,621020,672744,641355,643565,54.34,,,,,,,,68,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,212.0,0.0,0.021,,
FF,2024-04-19,94.6,-2.44,6.14,"Chisholm Jr., Jazz",665862,605155,,called_strike,4.0,Jazz Chisholm Jr.  singles on a soft ground ball to pitcher Colten Brewer.,L,R,CHC,MIA,S,,,0,0,-0.48,0.97,-0.6,2.66,,,,0,9,Top,,,665804,,5.85022085253658,-137.683531959375,-5.58136697116653,-7.39892559789047,29.9665382587807,-18.7835900868632,3.62,1.84,,,,94.4,2269.0,6.1,746892,643265,663538,621550,621020,672744,641355,643565,54.39,,,,,,,,68,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,214.0,0.0,-0.033,,
CU,2024-04-19,81.3,-2.25,6.36,"De La Cruz, Bryan",650559,605155,field_out,hit_into_play,13.0,Bryan De La Cruz flies out to right fielder Mike Tauchman.,R,R,CHC,MIA,X,9.0,fly_ball,2,2,1.1,-1.31,-0.08,1.51,,,,2,8,Top,196.38,116.22,665804,,2.75099009757664,-118.359884152968,-1.65612807566555,9.59599333931062,26.6942583787547,-44.168613058644,3.55,1.74,269.0,87.1,51.0,80.9,3007.0,6.4,746892,643265,663538,621550,621020,672744,641355,643565,54.06,0.011,0.011,0.0,1.0,0.0,0.0,3.0,62,5,Curveball,8,1,1,8,1,8,1,8,Standard,Standard,40.0,0.0,-0.084,76.240949980789,8.19411
FF,2024-04-19,94.7,-2.18,6.02,"De La Cruz, Bryan",650559,605155,,swinging_strike,9.0,Bryan De La Cruz flies out to right fielder Mike Tauchman.,R,R,CHC,MIA,S,,,2,1,-0.4,1.17,0.66,1.67,,,,2,8,Top,,,665804,,8.28290339499047,-137.512397740377,-8.28089459412811,-6.8210378740307,29.5966094300434,-15.6944298614185,3.55,1.74,,,,94.9,2374.0,6.5,746892,643265,663538,621550,621020,672744,641355,643565,54.04,,,,,,,,62,4,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,215.0,0.0,-0.031,69.9527461933101,8.3033
SL,2024-04-19,88.8,-2.57,6.02,"De La Cruz, Bryan",650559,605155,,ball,14.0,Bryan De La Cruz flies out to right fielder Mike Tauchman.,R,R,CHC,MIA,B,,,1,1,0.51,0.09,0.44,1.48,,,,2,8,Top,,,665804,,6.31523040024639,-129.144604222831,-5.2557099261622,4.40054720845452,26.1280172443552,-30.2510040056519,3.53,1.73,,,,88.9,2605.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.18,,,,,,,,62,3,Slider,8,1,1,8,1,8,1,8,Standard,Standard,147.0,0.0,0.023,,
CU,2024-04-19,80.1,-2.12,6.3,"De La Cruz, Bryan",650559,605155,,ball,11.0,Bryan De La Cruz flies out to right fielder Mike Tauchman.,R,R,CHC,MIA,B,,,0,1,1.32,-1.37,-1.54,3.31,,,,2,8,Top,,,665804,,-1.22075103175656,-116.395818976847,2.85202176461995,12.0728830490306,26.3396269488681,-45.3845645670128,3.52,1.72,,,,79.2,2824.0,6.2,746892,643265,663538,621550,621020,672744,641355,643565,54.29,,,,,,,,62,2,Curveball,8,1,1,8,1,8,1,8,Standard,Standard,36.0,0.0,0.01,,
FF,2024-04-19,94.7,-2.32,6.07,"De La Cruz, Bryan",650559,605155,,swinging_strike,5.0,Bryan De La Cruz flies out to right fielder Mike Tauchman.,R,R,CHC,MIA,S,,,0,0,-0.47,1.35,-0.01,2.73,,,,2,8,Top,,,665804,,7.06483245114315,-137.60896976813,-6.0267528349549,-7.62219877946723,32.1096645601762,-13.8161075623696,3.55,1.74,,,,94.3,2361.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.23,,,,,,,,62,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,206.0,0.0,-0.015,73.5753051326577,7.10288
CU,2024-04-19,82.1,-2.1,6.25,"Arraez, Luis",650333,605155,field_out,hit_into_play,4.0,"Luis Arraez grounds out, first baseman Garrett Cooper to pitcher Colten Brewer.",L,R,CHC,MIA,X,3.0,ground_ball,1,2,1.17,-1.29,-0.3,2.12,,,,1,8,Top,140.86,175.41,665804,,1.79592715111126,-119.375396304531,-0.0848220112516773,10.51915210629,29.7365785120294,-44.525690033096,3.18,1.5,2.0,81.1,-40.0,81.0,2730.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.24,0.083,0.072,0.0,1.0,0.0,0.0,2.0,61,5,Curveball,8,1,1,8,1,8,1,8,Standard,Standard,43.0,0.001,-0.118,58.6015766197315,5.77043
FF,2024-04-19,95.2,-2.15,6.11,"Arraez, Luis",650333,605155,,foul,1.0,"Luis Arraez grounds out, first baseman Garrett Cooper to pitcher Colten Brewer.",L,R,CHC,MIA,S,,,1,2,-0.8,0.8,-0.48,2.85,,,,1,8,Top,,,665804,,6.18726863195078,-138.53263852332,-4.73399406601805,-11.6847677759506,29.5587388271692,-21.0232080400681,3.18,1.5,114.0,82.1,8.0,95.4,2185.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.22,,,,,,,,61,4,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,204.0,0.0,0.0,64.4426592170027,5.60602
FF,2024-04-19,95.1,-2.36,5.97,"Arraez, Luis",650333,605155,,foul,8.0,"Luis Arraez grounds out, first baseman Garrett Cooper to pitcher Colten Brewer.",L,R,CHC,MIA,S,,,1,1,-0.35,1.22,-0.01,1.79,,,,1,8,Top,,,665804,,6.91668304182938,-138.141680117442,-8.00041163178475,-5.98845220896893,30.6242861121209,-14.9677332051535,3.18,1.5,100.0,79.4,8.0,94.8,2328.0,6.2,746892,643265,663538,621550,621020,672744,641355,643565,54.31,,,,,,,,61,3,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,209.0,0.0,-0.038,60.311446681849,6.49576
FF,2024-04-19,94.2,-2.31,6.05,"Arraez, Luis",650333,605155,,called_strike,8.0,"Luis Arraez grounds out, first baseman Garrett Cooper to pitcher Colten Brewer.",L,R,CHC,MIA,S,,,1,0,-0.57,1.21,-0.09,1.67,,,,1,8,Top,,,665804,,7.01906215212408,-136.864192473006,-8.37763666668423,-8.65950793055002,27.2867664982418,-15.3061775680511,3.17,1.56,,,,94.5,2379.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.16,,,,,,,,61,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,212.0,0.0,-0.03,,
FF,2024-04-19,95.2,-2.26,6.05,"Arraez, Luis",650333,605155,,ball,14.0,"Luis Arraez grounds out, first baseman Garrett Cooper to pitcher Colten Brewer.",L,R,CHC,MIA,B,,,0,0,0.0,1.13,1.58,2.34,,,,1,8,Top,,,665804,,10.0840726867589,-138.241835169818,-6.65946534236512,-2.06730535913009,27.4696165739869,-16.3413933365825,3.17,1.53,,,,95.5,2337.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.19,,,,,,,,61,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,200.0,0.0,0.025,,
SL,2024-04-19,87.2,-2.59,6.05,"Fortes, Nick",663743,605155,field_out,hit_into_play,9.0,"Nick Fortes grounds out, third baseman Patrick Wisdom to first baseman Garrett Cooper.",R,R,CHC,MIA,X,5.0,ground_ball,0,1,0.34,0.0,0.65,1.64,,,,0,8,Top,113.49,168.31,665804,,7.07427098489224,-126.843972478949,-4.414943258573,2.15102250716667,27.003531743835,-31.4555907823747,3.4,1.61,3.0,88.8,-24.0,86.8,2539.0,6.2,746892,643265,663538,621550,621020,672744,641355,643565,54.33,0.077,0.076,0.0,1.0,0.0,0.0,2.0,60,2,Slider,8,1,1,8,1,8,1,8,Standard,Standard,117.0,0.001,-0.194,65.4966569617819,7.42393
FF,2024-04-19,94.2,-2.23,6.17,"Fortes, Nick",663743,605155,,called_strike,8.0,"Nick Fortes grounds out, third baseman Patrick Wisdom to first baseman Garrett Cooper.",R,R,CHC,MIA,S,,,0,0,-0.25,1.0,0.26,1.71,,,,0,8,Top,,,665804,,7.00396191862257,-136.984507604931,-8.19618299035221,-4.38739898389075,24.1986940457716,-18.100511074287,3.46,1.65,,,,94.9,2152.0,6.3,746892,643265,663538,621550,621020,672744,641355,643565,54.22,,,,,,,,60,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,207.0,0.0,-0.033,,
CU,2024-04-21,81.3,-2.22,6.35,"Sánchez, Jesús",660821,605155,strikeout,swinging_strike,8.0,Jesús Sánchez strikes out swinging.,L,R,CHC,MIA,S,2.0,,0,2,1.05,-1.47,0.0,1.64,650559.0,665862.0,,2,7,Top,,,665804,,2.97038472515205,-118.411366286848,-1.07367192571203,9.14343672026905,24.9705158589957,-45.881565626262,3.5,1.68,,,,81.0,2925.0,6.2,746894,683737,663538,666624,621020,672744,641355,643565,54.26,,0.0,0.0,1.0,0.0,0.0,,61,3,Curveball,3,6,6,3,6,3,6,3,Standard,Standard,35.0,0.022,-0.336,80.7383871759733,7.7977
FF,2024-04-21,94.5,-2.32,6.07,"Sánchez, Jesús",660821,605155,,foul,14.0,Jesús Sánchez strikes out swinging.,L,R,CHC,MIA,S,,,0,1,-0.17,0.93,1.13,2.44,650559.0,665862.0,,2,7,Top,,,665804,,9.35342073487035,-137.236828245145,-5.80046920446182,-4.20107146906189,30.5127229675522,-19.2952469706441,3.5,1.68,5.0,86.1,-25.0,94.4,2254.0,6.4,746894,683737,663538,666624,621020,672744,641355,643565,54.14,,,,,,,,61,2,4-Seam Fastball,3,6,6,3,6,3,6,3,Strategic,Standard,208.0,0.0,-0.118,76.08694723148,7.35578
SL,2024-04-21,87.3,-2.73,6.15,"Sánchez, Jesús",660821,605155,,called_strike,5.0,Jesús Sánchez strikes out swinging.,L,R,CHC,MIA,S,,,0,0,0.66,0.13,0.17,2.72,650559.0,665862.0,,2,7,Top,,,665804,,5.63642689791761,-127.089060058835,-2.3516185208346,5.90824675487731,27.273280488647,-30.4747281372139,3.37,1.58,,,,87.3,2577.0,6.4,746894,683737,663538,666624,621020,672744,641355,643565,54.12,,,,,,,,61,1,Slider,3,6,6,3,6,3,6,3,Standard,Standard,113.0,0.0,-0.111,,
SL,2024-04-21,85.9,-2.61,6.15,"Bell, Josh",605137,605155,field_out,hit_into_play,8.0,"Josh Bell grounds out, second baseman Nico Hoerner to first baseman Michael Busch.   Nick Fortes scores.    Bryan De La Cruz to 3rd.    Jazz Chisholm Jr.  to 2nd.",L,R,CHC,MIA,X,4.0,ground_ball,2,2,0.4,0.02,0.03,2.09,663743.0,650559.0,665862.0,1,7,Top,163.86,153.82,665804,,5.43987188224504,-124.991555025833,-3.43125572108937,3.15803223896413,24.0810991811967,-31.5438781506398,3.74,1.79,33.0,103.6,-2.0,86.1,2589.0,6.3,746894,683737,663538,666624,621020,672744,641355,643565,54.21,0.374,0.343,0.0,1.0,0.0,0.0,4.0,60,5,Slider,3,5,5,3,6,3,6,3,Standard,Standard,82.0,-0.021,-0.685,75.8033237942471,8.35309
FF,2024-04-21,93.7,-2.23,6.16,"Bell, Josh",605137,605155,,swinging_strike,12.0,"Josh Bell grounds out, second baseman Nico Hoerner to first baseman Michael Busch.   Nick Fortes scores.    Bryan De La Cruz to 3rd.    Jazz Chisholm Jr.  to 2nd.",L,R,CHC,MIA,S,,,2,1,-0.19,1.01,1.0,2.86,663743.0,650559.0,665862.0,1,7,Top,,,665804,,8.81002669085301,-136.334486079422,-5.0912811282072,-4.10206832815364,25.9413512514405,-18.6198127424644,3.74,1.79,,,,94.5,2184.0,6.5,746894,683737,663538,666624,621020,672744,641355,643565,54.03,,,,,,,,60,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,202.0,0.0,-0.24,69.8582082159878,7.47033
CU,2024-04-21,80.2,-2.27,6.37,"Bell, Josh",605137,605155,,blocked_ball,14.0,"Josh Bell grounds out, second baseman Nico Hoerner to first baseman Michael Busch.   Nick Fortes scores.    Bryan De La Cruz to 3rd.    Jazz Chisholm Jr.  to 2nd.",L,R,CHC,MIA,B,,,1,1,0.94,-1.22,1.48,1.01,663743.0,650559.0,665862.0,1,7,Top,,,665804,,6.47578845866009,-116.553250683492,-2.72255710834891,7.08107120751961,25.1797734099347,-42.7768113345199,3.57,1.73,,,,79.5,2929.0,6.2,746894,683737,663538,666624,621020,672744,641355,643565,54.29,,,,,,,,60,3,Curveball,3,5,5,3,5,3,5,3,Standard,Standard,42.0,0.0,0.163,,
