pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
SL,2024-04-05,87.5,-1.52,5.48,"O'Hearn, Ryan",656811,683003,field_out,hit_into_play,5.0,Ryan O'Hearn pops out to third baseman Ke'Bryan Hayes.,L,R,PIT,BAL,X,5.0,popup,0,0,0.39,0.14,-0.06,2.45,,663624.0,,0,6,Top,102.36,159.35,680779,,2.75084011702142,-127.483073765236,-1.50154431012768,3.69349794183897,25.3289202039542,-30.5314232230204,3.51,1.67,126.0,90.4,71.0,88.7,2382.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.63,0.006,0.007,0.0,1.0,0.0,0.0,3.0,45,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,90.0,0.046,-0.364,74.0853564292081,7.73255
SL,2024-04-05,86.4,-1.49,5.48,"Mountcastle, Ryan",663624,683003,double,hit_into_play,5.0,Ryan Mountcastle doubles (3) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,PIT,BAL,X,8.0,line_drive,0,1,0.27,-0.01,-0.26,2.51,,,,0,6,Top,101.13,43.42,680779,,2.41268595119741,-125.933694457652,-0.930313808330312,2.43186308658822,22.5628376979381,-32.2575208060385,3.73,1.9,388.0,106.9,18.0,87.8,2533.0,6.8,745524,642133,669707,663647,665833,669261,572191,668804,53.68,0.649,0.856,1.25,1.0,1.0,1.0,6.0,44,2,Slider,1,2,2,1,2,1,2,1,Standard,Standard,90.0,-0.068,0.66,80.6577347376694,7.43005
FF,2024-04-05,94.5,-1.41,5.41,"Mountcastle, Ryan",663624,683003,,called_strike,6.0,Ryan Mountcastle doubles (3) on a sharp line drive to center fielder Michael A.   Taylor.,R,R,PIT,BAL,S,,,0,0,-0.62,1.32,0.77,3.0,,,,0,6,Top,,,680779,,7.15811288266033,-137.46982749734,-3.56774241998973,-9.50231229012091,30.4243917384134,-14.8412815453641,3.58,1.78,,,,95.7,2394.0,7.0,745524,642133,669707,663647,665833,669261,572191,668804,53.51,,,,,,,,44,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,213.0,0.0,-0.033,,
CU,2024-04-05,81.8,-1.55,5.65,"Santander, Anthony",623993,683003,field_out,hit_into_play,14.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,X,2.0,ground_ball,1,2,0.33,-1.28,0.29,0.09,,,668939.0,2,5,Top,127.68,200.87,680779,,3.55360535287395,-119.002112080474,-3.47055994789452,2.37102189455318,24.307439147953,-43.759690276013,3.36,1.62,6.0,12.2,68.0,82.2,2723.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.79,0.089,0.08,0.0,1.0,0.0,0.0,1.0,38,6,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,24.0,0.018,-0.167,69.9449852592651,8.54567
SL,2024-04-05,89.1,-1.62,5.54,"Santander, Anthony",623993,683003,,foul,13.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,S,,,1,2,0.11,0.06,-0.35,0.82,,,668939.0,2,5,Top,,,680779,,2.91122011983306,-129.786035671347,-5.80178422600438,0.681471031824126,24.9999234584523,-30.534888302976,3.36,1.62,2.0,47.6,-29.0,90.0,2622.0,6.6,745524,642133,669707,663647,665833,669261,572191,668804,53.86,,,,,,,,38,5,Slider,0,2,2,0,2,0,2,0,Standard,Standard,115.0,0.0,0.0,72.5331058344171,7.95508
FF,2024-04-05,97.5,-1.61,5.5,"Santander, Anthony",623993,683003,,ball,11.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,B,,,0,2,-0.73,1.38,-1.52,3.75,,,668939.0,2,5,Top,,,680779,,1.93559916215681,-141.905678901087,-2.33510437856927,-10.3366372746856,34.8508512284986,-13.3380847470494,3.23,1.63,,,,98.0,2505.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.75,,,,,,,,38,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,220.0,0.0,0.026,,
FF,2024-04-05,95.0,-1.75,5.33,"Santander, Anthony",623993,683003,,foul,5.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,S,,,0,2,-0.96,1.28,-0.05,2.4,,,668939.0,2,5,Top,,,680779,,6.6412477443849,-138.213312149613,-4.90464280296809,-13.7974744325423,31.3540127507356,-14.9112286356433,3.36,1.62,250.0,82.9,51.0,95.6,2453.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.84,,,,,,,,38,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,222.0,0.0,0.0,67.6234576452102,6.27958
FF,2024-04-05,96.5,-1.62,5.32,"Santander, Anthony",623993,683003,,swinging_strike,11.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,S,,,0,1,-0.71,1.51,-0.04,3.52,,,668939.0,2,5,Top,,,680779,,5.85021256917271,-140.317041347443,-2.61543067978334,-10.6994016968936,34.8221708959708,-11.9189240698121,3.36,1.62,,,,96.8,2447.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.76,,,,,,,,38,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,220.0,0.0,-0.045,,
SL,2024-04-05,88.1,-1.76,5.4,"Santander, Anthony",623993,683003,,foul,8.0,"Anthony Santander grounds out softly, catcher Henry Davis to first baseman Rowdy Tellez.",L,R,PIT,BAL,S,,,0,0,0.14,-0.04,0.02,1.95,,,668939.0,2,5,Top,,,680779,,4.09435191198041,-128.375127167874,-2.3048633779103,0.811767435593779,22.6453392456915,-32.386706792403,3.36,1.62,2.0,59.5,-50.0,89.7,2509.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.65,,,,,,,,38,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,105.0,0.0,-0.042,69.2753200522689,7.43823
CU,2024-04-05,80.1,-1.42,5.64,"Rutschman, Adley",668939,683003,single,hit_into_play,5.0,Adley Rutschman singles on a line drive to right fielder Bryan Reynolds.,L,R,PIT,BAL,X,9.0,line_drive,2,1,0.6,-1.02,0.14,2.56,,,,2,5,Top,158.83,85.57,680779,,2.3454250405348,-116.62661587157,1.90378051372873,4.95085119258847,23.5241626989162,-42.047813815037,3.43,1.68,294.0,95.8,20.0,80.5,2680.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.82,0.343,0.404,0.9,1.0,1.0,0.0,4.0,37,4,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,35.0,-0.01,0.114,64.4873591209555,6.31166
SL,2024-04-05,86.5,-1.56,5.38,"Rutschman, Adley",668939,683003,,foul_tip,8.0,Adley Rutschman singles on a line drive to right fielder Bryan Reynolds.,L,R,PIT,BAL,S,,,2,0,0.63,0.18,-0.22,2.2,,,,2,5,Top,,,680779,,1.9311410045217,-126.088791641754,-1.85120295916868,6.45200799135762,22.3096900849678,-30.118486699613,3.43,1.68,,,,87.7,2599.0,6.6,745524,642133,669707,663647,665833,669261,572191,668804,53.86,,,,,,,,37,3,Slider,0,2,2,0,2,0,2,0,Standard,Standard,114.0,0.0,-0.021,73.019168732897,6.79057
FF,2024-04-05,96.5,-1.52,5.55,"Rutschman, Adley",668939,683003,,ball,11.0,Adley Rutschman singles on a line drive to right fielder Bryan Reynolds.,L,R,PIT,BAL,B,,,1,0,-0.71,1.47,-0.95,3.71,,,,2,5,Top,,,680779,,3.16727306716632,-140.461980850526,-2.69076424505702,-10.1190493300455,33.1985879653972,-12.405990740885,3.38,1.75,,,,97.5,,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.57,,,,,,,,37,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.0,0.025,,
CU,2024-04-05,81.3,-1.65,5.56,"Rutschman, Adley",668939,683003,,ball,13.0,Adley Rutschman singles on a line drive to right fielder Bryan Reynolds.,L,R,PIT,BAL,B,,,0,0,0.3,-1.02,-0.69,1.13,,,,2,5,Top,,,680779,,1.59391839574791,-118.373238976263,-1.37521627708495,2.51901341324702,22.7378178428803,-41.7063992146955,3.32,1.54,,,,82.0,2648.0,6.8,745524,642133,669707,663647,665833,669261,572191,668804,53.74,,,,,,,,37,1,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,34.0,0.0,0.014,,
FF,2024-04-05,97.2,-1.61,5.38,"Henderson, Gunnar",683002,683003,field_out,hit_into_play,5.0,Gunnar Henderson flies out to left fielder Jack Suwinski.,L,R,PIT,BAL,X,7.0,fly_ball,0,1,-0.84,1.5,0.25,2.66,,,,1,5,Top,70.54,113.83,680779,,6.97342496037041,-141.264659891742,-5.20976392599745,-12.9292695022681,34.0772753493352,-11.0477867076781,3.72,1.78,253.0,86.0,47.0,97.9,2640.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.64,0.003,0.003,0.0,1.0,0.0,0.0,3.0,36,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215.0,0.013,-0.137,75.1767655548812,7.05865
SL,2024-04-05,87.2,-1.46,5.45,"Henderson, Gunnar",683002,683003,,called_strike,8.0,Gunnar Henderson flies out to left fielder Jack Suwinski.,L,R,PIT,BAL,S,,,0,0,0.58,-0.05,0.09,1.66,,,,1,5,Top,,,680779,,2.55194319332174,-127.063195514571,-2.86885270417922,5.76585070834069,26.0390799792269,-32.3060287081246,3.47,1.48,,,,88.0,2445.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.79,,,,,,,,36,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,101.0,0.0,-0.024,,
FF,2024-04-05,94.9,-1.16,5.4,"Urías, Ramón",602104,683003,field_out,hit_into_play,3.0,Ramón Urías lines out to left fielder Jack Suwinski.,R,R,PIT,BAL,X,7.0,line_drive,1,0,-0.66,1.4,0.59,3.13,,,,0,5,Top,76.62,77.8,680779,,6.13093659721383,-138.154615663226,-3.47203365362153,-9.80649733423335,29.0141697602945,-13.5757541506123,3.13,1.52,324.0,90.0,25.0,96.3,2511.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.58,0.126,0.139,0.0,1.0,0.0,0.0,3.0,35,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,214.0,0.017,-0.259,68.2107402373533,7.8279
SL,2024-04-05,85.6,-1.65,5.54,"Urías, Ramón",602104,683003,,ball,11.0,Ramón Urías lines out to left fielder Jack Suwinski.,R,R,PIT,BAL,B,,,0,0,0.41,-0.08,-1.05,2.33,,,,0,5,Top,,,680779,,0.598882699240959,-124.727473090057,-1.17041072333145,4.16057555360686,24.3115377089162,-33.0332948497887,3.02,1.33,,,,87.1,2521.0,7.1,745524,642133,669707,663647,665833,669261,572191,668804,53.38,,,,,,,,35,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,92.0,0.0,0.032,,
FF,2024-04-05,98.1,-1.35,5.52,"Cowser, Colton",681297,683003,strikeout,swinging_strike,2.0,Colton Cowser strikes out swinging.,L,R,PIT,BAL,S,2.0,,0,2,-0.79,1.53,-0.02,3.33,656811.0,,,2,4,Top,,,680779,,5.50299198375376,-142.784686423228,-4.06493197269159,-12.1230419623695,31.8367376258387,-10.4796085856105,3.45,1.68,,,,99.5,2570.0,7.0,745524,642133,669707,663647,665833,669261,572191,668804,53.5,,0.0,0.0,1.0,0.0,0.0,,31,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,216.0,0.031,-0.204,,
FF,2024-04-05,97.2,-1.37,5.56,"Cowser, Colton",681297,683003,,swinging_strike,3.0,Colton Cowser strikes out swinging.,L,R,PIT,BAL,S,,,0,1,-0.91,1.45,0.54,3.49,656811.0,,,2,4,Top,,,680779,,7.23606760835875,-141.276425878007,-3.30846348719564,-13.8595926273236,34.1965162548039,-12.2410769269979,3.45,1.68,,,,97.6,2544.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.78,,,,,,,,31,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213.0,0.0,-0.064,,
CU,2024-04-05,80.9,-1.71,5.65,"Cowser, Colton",681297,683003,,foul,7.0,Colton Cowser strikes out swinging.,L,R,PIT,BAL,S,,,0,0,0.11,-1.09,-0.59,1.91,656811.0,,,2,4,Top,,,680779,,2.31284892918609,-117.790545474283,0.372509105540184,0.53680430515431,23.0664399630772,-42.5494612147795,3.45,1.68,28.0,59.6,1.0,81.2,2667.0,6.5,745524,642133,669707,663647,665833,669261,572191,668804,53.98,,,,,,,,31,1,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,31.0,0.0,-0.044,,
FF,2024-04-05,96.6,-1.34,5.43,"Westburg, Jordan",676059,683003,field_out,hit_into_play,13.0,Jordan Westburg pops out to shortstop Oneil Cruz.,R,R,PIT,BAL,X,6.0,popup,0,0,-0.72,1.42,-0.92,2.19,656811.0,,,1,4,Top,123.77,156.93,680779,,2.79387313110804,-140.542829426551,-6.36359549770927,-10.2346806157196,33.1051996484579,-12.095913421176,3.44,1.64,112.0,62.2,65.0,97.4,2523.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.63,0.003,0.004,0.0,1.0,0.0,0.0,3.0,30,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,214.0,0.05,-0.162,70.1830423179193,6.81964
SL,2024-04-05,89.1,-1.56,5.48,"Mullins, Cedric",656775,683003,field_out,hit_into_play,9.0,"Pirates challenged (play at 1st), call on the field was overturned: Cedric Mullins grounds out, first baseman Rowdy Tellez to second baseman Jared Triolo.",L,R,PIT,BAL,X,3.0,ground_ball,1,1,0.44,0.19,0.41,1.57,656811.0,,,0,4,Top,147.21,169.04,680779,,3.95718761238025,-129.690265174841,-4.02282085000864,4.19574617720696,26.9696511335951,-29.4113435822388,3.32,1.54,21.0,98.4,-3.0,90.4,2526.0,7.0,745524,642133,669707,663647,665833,669261,572191,668804,53.47,0.351,0.367,0.0,1.0,0.0,0.0,2.0,29,3,Slider,0,2,2,0,2,0,2,0,Strategic,Standard,101.0,0.029,-0.277,68.1410815854443,7.23583
FF,2024-04-05,96.9,-1.44,5.48,"Mullins, Cedric",656775,683003,,ball,14.0,"Pirates challenged (play at 1st), call on the field was overturned: Cedric Mullins grounds out, first baseman Rowdy Tellez to second baseman Jared Triolo.",L,R,PIT,BAL,B,,,0,1,-0.8,1.42,0.91,1.46,656811.0,,,0,4,Top,,,680779,,8.18008540912951,-140.687947198628,-8.51785724009248,-12.4459798762142,31.8118432202247,-11.5808503885769,3.27,1.52,,,,98.0,2520.0,7.0,745524,642133,669707,663647,665833,669261,572191,668804,53.5,,,,,,,,29,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,218.0,0.0,0.012,,
FF,2024-04-05,96.4,-1.4,5.46,"Mullins, Cedric",656775,683003,,foul,6.0,"Pirates challenged (play at 1st), call on the field was overturned: Cedric Mullins grounds out, first baseman Rowdy Tellez to second baseman Jared Triolo.",L,R,PIT,BAL,S,,,0,0,-0.72,1.36,0.49,2.59,656811.0,,,0,4,Top,,,680779,,6.73566596902285,-140.133349015028,-5.1551217798746,-11.066167112859,32.8898136009167,-13.3444510042765,3.32,1.54,330.0,92.0,41.0,97.4,2475.0,7.0,745524,642133,669707,663647,665833,669261,572191,668804,53.5,,,,,,,,29,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Strategic,Standard,223.0,0.0,-0.061,79.7372151541934,7.80971
CH,2024-04-05,89.3,-1.55,5.62,"O'Hearn, Ryan",656811,683003,triple,hit_into_play,5.0,Ryan O'Hearn triples (1) on a line drive to center fielder Michael A.   Taylor.,L,R,PIT,BAL,X,8.0,line_drive,1,1,-1.16,0.22,0.08,2.82,,,,0,4,Top,159.25,66.1,680779,,6.50882285186588,-129.951033017598,-1.32339826830064,-14.554967239643,28.6070023389872,-29.5665279174469,3.51,1.67,339.0,90.2,25.0,89.8,1705.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.81,0.126,0.139,1.6,1.0,1.0,2.0,3.0,28,3,Changeup,0,2,2,0,2,0,2,0,Infield shade,Standard,219.0,-0.072,0.944,70.3737714821537,6.62921
FF,2024-04-05,94.2,-1.38,5.47,"O'Hearn, Ryan",656811,683003,,ball,11.0,Ryan O'Hearn triples (1) on a line drive to center fielder Michael A.   Taylor.,L,R,PIT,BAL,B,,,0,1,-0.59,1.48,-1.49,4.74,,,,0,4,Top,,,680779,,1.03606212632773,-137.162767563743,0.54821273081245,-7.68973822785964,30.9219034550416,-13.9152678691583,3.39,1.52,,,,95.0,2501.0,6.8,745524,642133,669707,663647,665833,669261,572191,668804,53.73,,,,,,,,28,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,212.0,0.0,0.021,,
FF,2024-04-05,93.8,-1.45,5.48,"O'Hearn, Ryan",656811,683003,,called_strike,4.0,Ryan O'Hearn triples (1) on a line drive to center fielder Michael A.   Taylor.,L,R,PIT,BAL,S,,,0,0,-0.5,1.56,-0.49,2.49,,,,0,4,Top,,,680779,,3.6308003801389,-136.57940020932,-5.52382857616776,-7.06087317314805,29.0481648722726,-11.6365872050045,3.15,1.4,,,,94.8,2417.0,6.8,745524,642133,669707,663647,665833,669261,572191,668804,53.74,,,,,,,,28,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,211.0,0.0,-0.033,,
SL,2024-04-05,87.8,-1.6,5.56,"Mountcastle, Ryan",663624,683003,strikeout,swinging_strike,14.0,Ryan Mountcastle strikes out swinging.,R,R,PIT,BAL,S,2.0,,1,2,0.43,-0.07,0.73,1.56,,,,2,3,Top,,,680779,,4.78128058813052,-127.867675502174,-3.50324436410515,3.82026023165803,25.0342226240645,-32.4066342171689,3.73,1.9,,,,88.8,2590.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.76,,0.0,0.0,1.0,0.0,0.0,,22,4,Slider,0,2,2,0,2,0,2,0,Standard,Standard,63.0,0.008,-0.067,74.4847831832863,8.45995
FF,2024-04-05,97.6,-1.43,5.49,"Mountcastle, Ryan",663624,683003,,called_strike,8.0,Ryan Mountcastle strikes out swinging.,R,R,PIT,BAL,S,,,1,1,-0.95,1.46,-0.23,2.01,,,,2,3,Top,,,680779,,5.45198968053371,-141.8728689921,-7.26045760355023,-14.0422406142851,32.5774298477969,-10.9343457143122,3.65,1.81,,,,98.3,2572.0,6.8,745524,642133,669707,663647,665833,669261,572191,668804,53.73,,,,,,,,22,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,209.0,0.0,-0.025,,
FF,2024-04-05,96.4,-1.4,5.54,"Mountcastle, Ryan",663624,683003,,called_strike,6.0,Ryan Mountcastle strikes out swinging.,R,R,PIT,BAL,S,,,1,0,-0.64,1.69,0.83,2.72,,,,2,3,Top,,,680779,,7.41878367079127,-140.041624347356,-5.75087964633425,-10.1248096768237,33.5550698396508,-8.83430196687772,3.65,1.78,,,,96.8,2604.0,6.7,745524,642133,669707,663647,665833,669261,572191,668804,53.77,,,,,,,,22,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,220.0,0.0,-0.019,,
FF,2024-04-05,97.2,-1.45,5.5,"Mountcastle, Ryan",663624,683003,,ball,3.0,Ryan Mountcastle strikes out swinging.,R,R,PIT,BAL,B,,,0,0,-0.9,1.36,0.48,3.6,,,,2,3,Top,,,680779,,7.30244490947999,-141.332444118072,-2.69056455571661,-13.7804815727051,32.8632038665831,-13.577273236025,3.87,1.82,,,,98.0,2606.0,6.9,745524,642133,669707,663647,665833,669261,572191,668804,53.65,,,,,,,,22,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,215.0,0.0,0.014,,
